,ccode,country,cname,cmark,year,wars,war,warl,onset,ethonset,durest,aim,casename,ended,ethwar,waryrs,pop,lpop,polity2,gdpen,gdptype,gdpenl,lgdpenl1,lpopl1,region,western,eeurop,lamerica,ssafrica,asia,nafrme,colbrit,colfra,mtnest,lmtnest,elevdiff,Oil,ncontig,ethfrac,ef,plural,second,numlang,relfrac,plurrel,minrelpc,muslim,nwstate,polity2l,instab,anocl,deml,empethfrac,empwarl,emponset,empgdpenl,emplpopl,emplmtnest,empncontig,empolity2l,sdwars,sdonset,colwars,colonset,cowwars,cowonset,cowwarl,sdwarl,colwarl
4664,630,IRAN,IRAN,0,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,3,3.983200788,2,3.950000048,8.281478882,11.0340271,n. africa and the middle east,0,0,0,0,0,1,0,0,38.30000305,3.671224594,5699,1,0,0.756581664,0.668799996,0.50999999,0.239999995,9,0.197799981,89,10,99,0,3,1,1,0,0.756581664,0,0,3.950030565,11.0340271,3.671224594,0,NA,0,0,0,0,NA,NA,NA,0,0
4715,640,TURKEY,TURKEY,0,1995,1,1,1,0,0,NA,NA,,NA,NA,,60614,11.01228142,8,3.993339777,2,3.770999908,8.235053062,10.99718761,n. africa and the middle east,0,0,0,0,0,1,0,0,71.30000305,4.280824184,5166,0,0,0.25491327,0.298503995,0.819999993,0.170000002,3,0.211199999,88,12,99.80000305,0,8,0,0,1,0.25491327,1,0,3.770839214,10.99718761,4.280824184,0,8,1,0,1,0,NA,NA,NA,1,1
4716,640,TURKEY,TURKEY,0,1996,1,1,1,0,0,NA,NA,,NA,NA,,61536,11.02737808,8,4.198850155,2,3.993000031,8.292383194,11.01228142,n. africa and the middle east,0,0,0,0,0,1,0,0,71.30000305,4.280824184,5166,0,0,0.25491327,0.298503995,0.819999993,0.170000002,3,0.211199999,88,12,99.80000305,0,8,0,0,1,0.25491327,1,0,3.993339777,11.01228142,4.280824184,0,8,1,0,1,0,NA,NA,NA,1,1
4717,640,TURKEY,TURKEY,0,1997,1,1,1,0,0,NA,NA,,NA,NA,,62510,11.04308224,7,4.443669796,2,4.198999882,8.342565536,11.02737808,n. africa and the middle east,0,0,0,0,0,1,0,0,71.30000305,4.280824184,5166,0,0,0.25491327,0.298503995,0.819999993,0.170000002,3,0.211199999,88,12,99.80000305,0,8,0,0,1,0.25491327,1,0,4.198850155,11.02737808,4.280824184,0,8,1,0,1,0,NA,NA,NA,1,1
4718,640,TURKEY,TURKEY,0,1998,1,1,1,0,0,NA,NA,,NA,NA,,63451,11.05802345,7,4.511522293,2,4.443999767,8.399235725,11.04308224,n. africa and the middle east,0,0,0,0,0,1,0,0,71.30000305,4.280824184,5166,0,0,0.25491327,0.298503995,0.819999993,0.170000002,3,0.211199999,88,12,99.80000305,0,7,0,0,1,0.25491327,1,0,4.443669796,11.04308224,4.280824184,0,7,1,0,1,0,NA,NA,NA,1,1
4719,640,TURKEY,TURKEY,0,1999,1,1,1,0,0,NA,NA,,NA,NA,,NA,NA,7,4.212072849,2,4.512000084,8.41438961,11.05802345,n. africa and the middle east,0,0,0,0,0,1,0,0,71.30000305,4.280824184,5166,0,0,0.25491327,0.298503995,0.819999993,0.170000002,3,0.211199999,88,12,99.80000305,0,7,0,0,1,0.25491327,1,0,4.511522293,11.05802345,4.280824184,0,NA,1,0,1,0,NA,NA,NA,1,1
2080,317,SLOVAKIA,SLOVAKIA,0,1995,0,0,0,0,0,NA,NA,,NA,NA,,5332,8.581481934,7,2.907606125,2,2.71600008,7.907085419,8.584346771,e. europe and the former soviet union,0,1,0,0,0,0,0,0,7.49169302,2.139088392,2561,0,0,0.253899992,0.331514001,0.805999994,0.101000004,6,0.589599967,60,18,0,0,7,0,0,1,0.253899992,0,0,2.716461897,8.584346771,2.139088392,0,7,0,0,0,0,NA,NA,NA,0,0
2081,317,SLOVAKIA,SLOVAKIA,0,1996,0,0,0,0,0,NA,NA,,NA,NA,,5343,8.583542824,7,3.081712008,2,2.907999992,7.975085258,8.581481934,e. europe and the former soviet union,0,1,0,0,0,0,0,0,7.49169302,2.139088392,2561,0,0,0.253899992,0.331514001,0.805999994,0.101000004,6,0.589599967,60,18,0,0,7,0,0,1,0.253899992,0,0,2.907606125,8.581481934,2.139088392,0,7,0,0,0,0,NA,NA,NA,0,0
2082,317,SLOVAKIA,SLOVAKIA,0,1997,0,0,0,0,0,NA,NA,,NA,NA,,5383.299805,8.591056824,7,3.248329639,2,3.082000017,8.033240318,8.583542824,e. europe and the former soviet union,0,1,0,0,0,0,0,0,7.49169302,2.139088392,2561,0,0,0.253899992,0.331514001,0.805999994,0.101000004,6,0.589599967,60,18,0,0,7,0,0,1,0.253899992,0,0,3.081712008,8.583542824,2.139088392,0,7,0,0,0,0,NA,NA,NA,0,0
2083,317,SLOVAKIA,SLOVAKIA,0,1998,0,0,0,0,0,NA,NA,,NA,NA,,5391.950195,8.592662811,9,3.37662673,2,3.247999907,8.085896492,8.591056824,e. europe and the former soviet union,0,1,0,0,0,0,0,0,7.49169302,2.139088392,2561,0,0,0.253899992,0.331514001,0.805999994,0.101000004,6,0.589599967,60,18,0,0,7,0,0,1,0.253899992,0,0,3.248329639,8.591056824,2.139088392,0,7,0,0,0,0,NA,NA,NA,0,0
2084,317,SLOVAKIA,SLOVAKIA,0,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,9,3.43759203,2,3.377000093,8.124632835,8.592662811,e. europe and the former soviet union,0,1,0,0,0,0,0,0,7.49169302,2.139088392,2561,0,0,0.253899992,0.331514001,0.805999994,0.101000004,6,0.589599967,60,18,0,0,9,0,0,1,0.253899992,0,0,3.37662673,8.592662811,2.139088392,0,NA,0,0,0,0,NA,NA,NA,0,0
4825,651,EGYPT,EGYPT,0,1995,0,0,0,0,0,NA,NA,,NA,NA,,58180,10.97129726,-3,1.969761014,2,1.91900003,7.559447289,10.95192051,n. africa and the middle east,0,0,0,0,0,1,1,0,1,0.693147182,2762,1,0,0.044008493,0.163799942,0.910000026,0.090000004,3,0.112800002,94,6,94,0,-3,0,1,0,0.044008493,0,0,1.91878438,10.95192051,0.693147182,0,-3,0,0,0,0,NA,NA,NA,0,0
4826,651,EGYPT,EGYPT,0,1996,0,0,0,0,0,NA,NA,,NA,NA,,59272,10.98989201,-3,2.030330896,2,1.970000029,7.58566761,10.97129726,n. africa and the middle east,0,0,0,0,0,1,1,0,1,0.693147182,2762,1,0,0.044008493,0.163799942,0.910000026,0.090000004,3,0.112800002,94,6,94,0,-3,0,1,0,0.044008493,0,0,1.969761014,10.97129726,0.693147182,0,-3,0,0,0,0,NA,NA,NA,0,0
4827,651,EGYPT,EGYPT,0,1997,0,0,0,0,0,NA,NA,,NA,NA,,60348.12891,11.00788498,-3,2.101967573,2,2.029999971,7.615953922,10.98989201,n. africa and the middle east,0,0,0,0,0,1,1,0,1,0.693147182,2762,1,0,0.044008493,0.163799942,0.910000026,0.090000004,3,0.112800002,94,6,94,0,-3,0,1,0,0.044008493,0,0,2.030330896,10.98989201,0.693147182,0,-3,0,0,0,0,NA,NA,NA,0,0
4828,651,EGYPT,EGYPT,0,1998,0,0,0,0,0,NA,NA,,NA,NA,,61401.30078,11.02518654,-3,2.178561926,2,2.101999998,7.650629044,11.00788498,n. africa and the middle east,0,0,0,0,0,1,1,0,1,0.693147182,2762,0,0,0.044008493,0.163799942,0.910000026,0.090000004,3,0.112800002,94,6,94,0,-3,0,1,0,0.044008493,0,0,2.101967573,11.00788498,0.693147182,0,-3,0,0,0,0,NA,NA,NA,0,0
4829,651,EGYPT,EGYPT,0,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,-6,2.268425703,2,2.178999901,7.686420441,11.02518654,n. africa and the middle east,0,0,0,0,0,1,1,0,1,0.693147182,2762,0,0,0.044008493,0.163799942,0.910000026,0.090000004,3,0.112800002,94,6,94,0,-3,0,1,0,0.044008493,0,0,2.178561926,11.02518654,0.693147182,0,NA,0,0,0,0,NA,NA,NA,0,0
4879,652,SYRIA,SYRIA,0,1995,0,0,0,0,0,NA,NA,,NA,NA,,14112,9.55478096,-9,4.724789143,2,4.554999828,8.423978806,9.526158333,n. africa and the middle east,0,0,0,0,0,1,0,1,5.400000095,1.85629797,3014,1,0,0.223094642,0.580600023,0.620000005,0.140000001,6,0.416800022,74,16,90,0,-9,0,0,0,0.223094642,0,0,4.554989815,9.526158333,1.85629797,0,-9,0,0,0,0,NA,NA,NA,0,0
4880,652,SYRIA,SYRIA,0,1996,0,0,0,0,0,NA,NA,,NA,NA,,14505.99023,9.582317352,-9,4.697704792,2,4.724999905,8.460577965,9.55478096,n. africa and the middle east,0,0,0,0,0,1,0,1,5.400000095,1.85629797,3014,1,0,0.223094642,0.580600023,0.620000005,0.140000001,6,0.416800022,74,16,90,0,-9,0,0,0,0.223094642,0,0,4.724789143,9.55478096,1.85629797,0,-9,0,0,0,0,NA,NA,NA,0,0
4881,652,SYRIA,SYRIA,0,1997,0,0,0,0,0,NA,NA,,NA,NA,,14894.78027,9.608766556,-9,4.754533291,2,4.697999954,8.454829216,9.582317352,n. africa and the middle east,0,0,0,0,0,1,0,1,5.400000095,1.85629797,3014,1,0,0.223094642,0.580600023,0.620000005,0.140000001,6,0.416800022,74,16,90,0,-9,0,0,0,0.223094642,0,0,4.697704792,9.582317352,1.85629797,0,-9,0,0,0,0,NA,NA,NA,0,0
4882,652,SYRIA,SYRIA,0,1998,0,0,0,0,0,NA,NA,,NA,NA,,15277.37988,9.634128571,-9,4.861783504,2,4.755000114,8.466854095,9.608766556,n. africa and the middle east,0,0,0,0,0,1,0,1,5.400000095,1.85629797,3014,1,0,0.223094642,0.580600023,0.620000005,0.140000001,6,0.416800022,74,16,90,0,-9,0,0,0,0.223094642,0,0,4.754533291,9.608766556,1.85629797,0,-9,0,0,0,0,NA,NA,NA,0,0
4883,652,SYRIA,SYRIA,0,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,-9,4.986849308,2,4.861999989,8.489160538,9.634128571,n. africa and the middle east,0,0,0,0,0,1,0,1,5.400000095,1.85629797,3014,1,0,0.223094642,0.580600023,0.620000005,0.140000001,6,0.416800022,74,16,90,0,-9,0,0,0,0.223094642,0,0,4.861783504,9.634128571,1.85629797,0,NA,0,0,0,0,NA,NA,NA,0,0
4933,660,LEBANON,LEBANON,0,1995,0,0,0,0,0,NA,NA,,NA,NA,,4005,8.295298576,NA,NA,NA,NA,NA,8.27632618,n. africa and the middle east,0,0,0,0,0,1,0,1,57.1000061,4.062165737,3087,0,0,0.134805143,0.779900014,0.319999993,0.25,2,0.753399968,40,20,70,0,NA,0,NA,NA,0.134805143,0,0,NA,8.27632618,4.062165737,0,NA,0,0,0,0,NA,NA,NA,0,0
4934,660,LEBANON,LEBANON,0,1996,0,0,0,0,0,NA,NA,,NA,NA,,4077.01001,8.313118935,NA,NA,NA,NA,NA,8.295298576,n. africa and the middle east,0,0,0,0,0,1,0,1,57.1000061,4.062165737,3087,0,0,0.134805143,0.779900014,0.319999993,0.25,2,0.753399968,40,20,70,0,NA,0,NA,NA,0.134805143,0,0,NA,8.295298576,4.062165737,0,NA,0,0,0,0,NA,NA,NA,0,0
4935,660,LEBANON,LEBANON,0,1997,0,0,0,0,0,NA,NA,,NA,NA,,4145.529785,8.329786301,NA,NA,NA,NA,NA,8.313118935,n. africa and the middle east,0,0,0,0,0,1,0,1,57.1000061,4.062165737,3087,0,0,0.134805143,0.779900014,0.319999993,0.25,2,0.753399968,40,20,70,0,NA,0,NA,NA,0.134805143,0,0,NA,8.313118935,4.062165737,0,NA,0,0,0,0,NA,NA,NA,0,0
4936,660,LEBANON,LEBANON,0,1998,0,0,0,0,0,NA,NA,,NA,NA,,4210.339844,8.345298767,NA,NA,NA,NA,NA,8.329786301,n. africa and the middle east,0,0,0,0,0,1,0,1,57.1000061,4.062165737,3087,0,0,0.134805143,0.779900014,0.319999993,0.25,2,0.753399968,40,20,70,0,NA,0,NA,NA,0.134805143,0,0,NA,8.329786301,4.062165737,0,NA,0,0,0,0,NA,NA,NA,0,0
4937,660,LEBANON,LEBANON,0,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,8.345298767,n. africa and the middle east,0,0,0,0,0,1,0,1,57.1000061,4.062165737,3087,0,0,0.134805143,0.779900014,0.319999993,0.25,2,0.753399968,40,20,70,0,NA,0,NA,NA,0.134805143,0,0,NA,8.345298767,4.062165737,0,NA,0,0,0,0,NA,NA,NA,0,0
4987,663,JORDAN,JORDAN,0,1995,0,0,0,0,0,NA,NA,,NA,NA,,4195,8.341649055,-2,3.118603706,2,3.028000116,8.015782356,8.309144974,n. africa and the middle east,0,0,0,0,0,1,1,0,14.19999886,2.721295357,2162,0,0,0.046628594,0.509175003,0.574999988,0.400000006,4,0.114799976,94,4,96,0,-2,0,1,0,0.046628594,0,0,3.028376818,8.309144974,2.721295357,0,-2,0,0,0,0,NA,NA,NA,0,0
4988,663,JORDAN,JORDAN,0,1996,0,0,0,0,0,NA,NA,,NA,NA,,4314.22998,8.369673729,-2,3.088345766,2,3.118999958,8.045140266,8.341649055,n. africa and the middle east,0,0,0,0,0,1,1,0,14.19999886,2.721295357,2162,0,0,0.046628594,0.509175003,0.574999988,0.400000006,4,0.114799976,94,4,96,0,-2,0,1,0,0.046628594,0,0,3.118603706,8.341649055,2.721295357,0,-2,0,0,0,0,NA,NA,NA,0,0
4989,663,JORDAN,JORDAN,0,1997,0,0,0,0,0,NA,NA,,NA,NA,,4436.839844,8.397697449,-2,3.08742857,2,3.088000059,8.035390854,8.369673729,n. africa and the middle east,0,0,0,0,0,1,1,0,14.19999886,2.721295357,2162,0,0,0.046628594,0.509175003,0.574999988,0.400000006,4,0.114799976,94,4,96,0,-2,0,1,0,0.046628594,0,0,3.088345766,8.369673729,2.721295357,0,-2,0,0,0,0,NA,NA,NA,0,0
4990,663,JORDAN,JORDAN,0,1998,0,0,0,0,0,NA,NA,,NA,NA,,4562.939941,8.425722122,-2,3.082738638,2,3.086999893,8.035094261,8.397697449,n. africa and the middle east,0,0,0,0,0,1,1,0,14.19999886,2.721295357,2162,0,0,0.046628594,0.509175003,0.574999988,0.400000006,4,0.114799976,94,4,96,0,-2,0,1,0,0.046628594,0,0,3.08742857,8.397697449,2.721295357,0,-2,0,0,0,0,NA,NA,NA,0,0
4991,663,JORDAN,JORDAN,0,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,-2,3.081255436,2,3.082999945,8.033573151,8.425722122,n. africa and the middle east,0,0,0,0,0,1,1,0,14.19999886,2.721295357,2162,0,0,0.046628594,0.509175003,0.574999988,0.400000006,4,0.114799976,94,4,96,0,-2,0,1,0,0.046628594,0,0,3.082738638,8.425722122,2.721295357,0,NA,0,0,0,0,NA,NA,NA,0,0
5039,666,ISRAEL,ISRAEL,0,1995,0,0,0,0,0,NA,NA,,NA,NA,,5545,8.620652199,9,10.98447609,2,10.54199982,9.263143539,8.593969345,n. africa and the middle east,0,0,0,0,0,1,1,0,1.700000048,0.993251801,1616,0,0,0.199137568,0.525532961,0.637000024,0.216999993,14,0.336199999,80,15,14.60000038,0,9,0,0,1,0.199137568,0,0,10.54221725,8.593969345,0.993251801,0,9,0,0,0,0,NA,NA,NA,1,0
5040,666,ISRAEL,ISRAEL,0,1996,0,0,0,0,0,NA,NA,,NA,NA,,5692,8.646817207,9,11.24114799,2,10.98400021,9.304238319,8.620652199,n. africa and the middle east,0,0,0,0,0,1,1,0,1.700000048,0.993251801,1616,0,0,0.199137568,0.525532961,0.637000024,0.216999993,14,0.336199999,80,15,14.60000038,0,9,0,0,1,0.199137568,0,0,10.98447609,8.620652199,0.993251801,0,9,0,0,0,0,NA,NA,NA,0,0
5041,666,ISRAEL,ISRAEL,0,1997,0,0,0,0,0,NA,NA,,NA,NA,,5836,8.671800613,9,11.31674957,2,11.24100018,9.327336311,8.646817207,n. africa and the middle east,0,0,0,0,0,1,1,0,1.700000048,0.993251801,1616,0,0,0.199137568,0.525532961,0.637000024,0.216999993,14,0.336199999,80,15,14.60000038,0,9,0,0,1,0.199137568,0,0,11.24114799,8.646817207,0.993251801,0,9,0,0,0,0,NA,NA,NA,0,0
5042,666,ISRAEL,ISRAEL,0,1998,0,0,0,0,0,NA,NA,,NA,NA,,5971.060059,8.694680214,9,11.36670399,2,11.31700039,9.334038734,8.671800613,n. africa and the middle east,0,0,0,0,0,1,1,0,1.700000048,0.993251801,1616,0,0,0.199137568,0.525532961,0.637000024,0.216999993,14,0.336199999,80,15,14.60000038,0,9,0,0,1,0.199137568,0,0,11.31674957,8.671800613,0.993251801,0,9,0,0,0,0,NA,NA,NA,0,0
5043,666,ISRAEL,ISRAEL,0,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,10,11.34759045,2,11.36699963,9.338443756,8.694680214,n. africa and the middle east,0,0,0,0,0,1,1,0,1.700000048,0.993251801,1616,0,0,0.199137568,0.525532961,0.637000024,0.216999993,14,0.336199999,80,15,14.60000038,0,9,0,0,1,0.199137568,0,0,11.36670399,8.694680214,0.993251801,0,NA,0,0,0,0,NA,NA,NA,0,0
5094,670,SAUDI ARABIA,SAUDI AR,0,1995,0,0,0,0,0,NA,NA,,NA,NA,,18979,9.851088524,-10,7.071892262,2,7.227000237,8.885623932,9.817276001,n. africa and the middle east,0,0,0,0,0,1,0,0,11.50000095,2.525728703,3133,1,0,0.058579504,0.55309999,0.660000026,0.059999999,3,0.13319999,93,3,100,0,-10,0,0,0,0.058579504,0,0,7.227319241,9.817276001,2.525728703,0,-10,0,0,0,0,NA,NA,NA,0,0
5095,670,SAUDI ARABIA,SAUDI AR,0,1996,0,0,0,0,0,NA,NA,,NA,NA,,19409,9.873492241,-10,6.985310078,2,7.072000027,8.863883018,9.851088524,n. africa and the middle east,0,0,0,0,0,1,0,0,11.50000095,2.525728703,3133,1,0,0.058579504,0.55309999,0.660000026,0.059999999,3,0.13319999,93,3,100,0,-10,0,0,0,0.058579504,0,0,7.071892262,9.851088524,2.525728703,0,-10,0,0,0,0,NA,NA,NA,0,0
5096,670,SAUDI ARABIA,SAUDI AR,0,1997,0,0,0,0,0,NA,NA,,NA,NA,,20065.65039,9.906764984,-10,6.986860275,2,6.985000134,8.851564407,9.873492241,n. africa and the middle east,0,0,0,0,0,1,0,0,11.50000095,2.525728703,3133,1,0,0.058579504,0.55309999,0.660000026,0.059999999,3,0.13319999,93,3,100,0,-10,0,0,0,0.058579504,0,0,6.985310078,9.873492241,2.525728703,0,-10,0,0,0,0,NA,NA,NA,0,0
5097,670,SAUDI ARABIA,SAUDI AR,0,1998,0,0,0,0,0,NA,NA,,NA,NA,,20738.91992,9.939767838,-10,6.915371418,2,6.986999989,8.851786613,9.906764984,n. africa and the middle east,0,0,0,0,0,1,0,0,11.50000095,2.525728703,3133,1,0,0.058579504,0.55309999,0.660000026,0.059999999,3,0.13319999,93,3,100,0,-10,0,0,0,0.058579504,0,0,6.986860275,9.906764984,2.525728703,0,-10,0,0,0,0,NA,NA,NA,0,0
5098,670,SAUDI ARABIA,SAUDI AR,0,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,-10,6.766710758,2,6.914999962,8.84150219,9.939767838,n. africa and the middle east,0,0,0,0,0,1,0,0,11.50000095,2.525728703,3133,1,0,0.058579504,0.55309999,0.660000026,0.059999999,3,0.13319999,93,3,100,0,-10,0,0,0,0.058579504,0,0,6.915371418,9.939767838,2.525728703,0,NA,0,0,0,0,NA,NA,NA,0,0
2276,349,SLOVENIA,SLOVENIA,0,1995,0,0,0,0,0,NA,NA,,NA,NA,,1990,7.595890045,10,NA,NA,NA,NA,7.595336914,e. europe and the former soviet union,0,1,0,0,0,0,0,0,9.406065941,2.342388868,2864,0,0,0.085923195,0.23112303,0.875999987,0.027000001,2,0.441200018,71,23,1,0,10,0,0,1,0.085923195,0,0,NA,7.595336914,2.342388868,0,10,0,0,0,0,NA,NA,NA,0,0
2277,349,SLOVENIA,SLOVENIA,0,1996,0,0,0,0,0,NA,NA,,NA,NA,,1991,7.596392155,10,NA,NA,NA,NA,7.595890045,e. europe and the former soviet union,0,1,0,0,0,0,0,0,9.406065941,2.342388868,2864,0,0,0.085923195,0.23112303,0.875999987,0.027000001,2,0.441200018,71,23,1,0,10,0,0,1,0.085923195,0,0,NA,7.595890045,2.342388868,0,10,0,0,0,0,NA,NA,NA,0,0
2278,349,SLOVENIA,SLOVENIA,0,1997,0,0,0,0,0,NA,NA,,NA,NA,,1985.959961,7.593857765,10,NA,NA,NA,NA,7.596392155,e. europe and the former soviet union,0,1,0,0,0,0,0,0,9.406065941,2.342388868,2864,0,0,0.085923195,0.23112303,0.875999987,0.027000001,2,0.441200018,71,23,1,0,10,0,0,1,0.085923195,0,0,NA,7.596392155,2.342388868,0,10,0,0,0,0,NA,NA,NA,0,0
2279,349,SLOVENIA,SLOVENIA,0,1998,0,0,0,0,0,NA,NA,,NA,NA,,1985.76001,7.593757153,10,NA,NA,NA,NA,7.593857765,e. europe and the former soviet union,0,1,0,0,0,0,0,0,9.406065941,2.342388868,2864,0,0,0.085923195,0.23112303,0.875999987,0.027000001,2,0.441200018,71,23,1,0,10,0,0,1,0.085923195,0,0,NA,7.593857765,2.342388868,0,10,0,0,0,0,NA,NA,NA,0,0
2280,349,SLOVENIA,SLOVENIA,0,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,10,NA,NA,NA,NA,7.593757153,e. europe and the former soviet union,0,1,0,0,0,0,0,0,9.406065941,2.342388868,2864,0,0,0.085923195,0.23112303,0.875999987,0.027000001,2,0.441200018,71,23,1,0,10,0,0,1,0.085923195,0,0,NA,7.593757153,2.342388868,0,NA,0,0,0,0,NA,NA,NA,0,0
5213,690,KUWAIT,KUWAIT,0,1995,0,0,0,0,0,NA,NA,,NA,NA,,1585,7.368339539,-7,NA,NA,NA,NA,7.315218449,n. africa and the middle east,0,0,0,0,0,1,1,0,0,0,306,1,0,0.184686184,0.708400011,0.400000006,0.300000012,1,0.61500001,45,40,85,0,-7,0,0,0,0.184686184,0,0,NA,7.315218449,0,0,-7,0,0,0,0,NA,NA,NA,0,0
5214,690,KUWAIT,KUWAIT,0,1996,0,0,0,0,0,NA,NA,,NA,NA,,1697,7.436617374,-7,NA,NA,NA,NA,7.368339539,n. africa and the middle east,0,0,0,0,0,1,1,0,0,0,306,1,0,0.184686184,0.708400011,0.400000006,0.300000012,1,0.61500001,45,40,85,0,-7,0,0,0,0.184686184,0,0,NA,7.368339539,0,0,-7,0,0,0,0,NA,NA,NA,0,0
5215,690,KUWAIT,KUWAIT,0,1997,0,0,0,0,0,NA,NA,,NA,NA,,1809,7.500529289,-7,NA,NA,NA,NA,7.436617374,n. africa and the middle east,0,0,0,0,0,1,1,0,0,0,306,1,0,0.184686184,0.708400011,0.400000006,0.300000012,1,0.61500001,45,40,85,0,-7,0,0,0,0.184686184,0,0,NA,7.436617374,0,0,-7,0,0,0,0,NA,NA,NA,0,0
5216,690,KUWAIT,KUWAIT,0,1998,0,0,0,0,0,NA,NA,,NA,NA,,1869,7.533158779,-7,NA,NA,NA,NA,7.500529289,n. africa and the middle east,0,0,0,0,0,1,1,0,0,0,306,1,0,0.184686184,0.708400011,0.400000006,0.300000012,1,0.61500001,45,40,85,0,-7,0,0,0,0.184686184,0,0,NA,7.500529289,0,0,-7,0,0,0,0,NA,NA,NA,0,0
5217,690,KUWAIT,KUWAIT,0,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,-7,NA,NA,NA,NA,7.533158779,n. africa and the middle east,0,0,0,0,0,1,1,0,0,0,306,1,0,0.184686184,0.708400011,0.400000006,0.300000012,1,0.61500001,45,40,85,0,-7,0,0,0,0.184686184,0,0,NA,7.533158779,0,0,NA,0,0,0,0,NA,NA,NA,0,0
5242,692,BAHRAIN,BAHRAIN,0,1995,0,0,0,0,0,NA,NA,,NA,NA,,577,6.357842445,-9,9.872484207,2,10.01099968,9.211462975,6.322565079,n. africa and the middle east,0,0,0,0,0,1,1,0,0,0,122,1,0,0.263893723,0.550599992,0.629999995,0.189999998,2,0.375,75,25,100,0,-9,0,0,0,0.263893723,0,0,10.01123047,6.322565079,0,0,-9,0,0,0,0,NA,NA,NA,0,0
5243,692,BAHRAIN,BAHRAIN,0,1996,0,0,0,0,0,NA,NA,,NA,NA,,599,6.395261765,-9,9.80374527,2,9.871999741,9.197506905,6.357842445,n. africa and the middle east,0,0,0,0,0,1,1,0,0,0,122,1,0,0.263893723,0.550599992,0.629999995,0.189999998,2,0.375,75,25,100,0,-9,0,0,0,0.263893723,0,0,9.872484207,6.357842445,0,0,-9,0,0,0,0,NA,NA,NA,0,0
5244,692,BAHRAIN,BAHRAIN,0,1997,0,0,0,0,0,NA,NA,,NA,NA,,620,6.429719448,-9,9.764246941,2,9.803999901,9.190519333,6.395261765,n. africa and the middle east,0,0,0,0,0,1,1,0,0,0,122,1,0,0.263893723,0.550599992,0.629999995,0.189999998,2,0.375,75,25,100,0,-9,0,0,0,0.263893723,0,0,9.80374527,6.395261765,0,0,-9,0,0,0,0,NA,NA,NA,0,0
5245,692,BAHRAIN,BAHRAIN,0,1998,0,0,0,0,0,NA,NA,,NA,NA,,641.2700195,6.463450432,-9,9.615496635,2,9.763999939,9.18648243,6.429719448,n. africa and the middle east,0,0,0,0,0,1,1,0,0,0,122,1,0,0.263893723,0.550599992,0.629999995,0.189999998,2,0.375,75,25,100,0,-9,0,0,0,0.263893723,0,0,9.764246941,6.429719448,0,0,-9,0,0,0,0,NA,NA,NA,0,0
5246,692,BAHRAIN,BAHRAIN,0,1999,0,0,0,0,0,NA,NA,,NA,NA,,NA,NA,-9,NA,NA,9.614999771,9.171131134,6.463450432,n. africa and the middle east,0,0,0,0,0,1,1,0,0,0,122,1,0,0.263893723,0.550599992,0.629999995,0.189999998,2,0.375,75,25,100,0,-9,0,0,0,0.263893723,0,0,9.615496635,6.463450432,0,0,NA,0,0,0,0,NA,NA,NA,0,0
5271,696,U. ARAB EMIRATES,U. ARAB ,0,1995,0,0,0,0,0,NA,NA,,NA,NA,,2341,7.758333683,-8,17.33808327,2,16.7310009,9.725034714,7.734559059,n. africa and the middle east,0,0,0,0,0,1,1,0,0,0,1527,0,0,0.18086803,0.737300038,0.449999988,0.170000002,5,0.332799971,80,16,96,0,-8,0,0,0,0.18086803,0,0,16.73126411,7.734559059,0,0,-8,0,0,0,0,NA,NA,NA,0,0
5272,696,U. ARAB EMIRATES,U. ARAB ,0,1996,0,0,0,0,0,NA,NA,,NA,NA,,2458,7.807103157,-8,18.17232513,2,17.33799934,9.760661125,7.758333683,n. africa and the middle east,0,0,0,0,0,1,1,0,0,0,1527,0,0,0.18086803,0.737300038,0.449999988,0.170000002,5,0.332799971,80,16,96,0,-8,0,0,0,0.18086803,0,0,17.33808327,7.758333683,0,0,-8,0,0,0,0,NA,NA,NA,0,0
5273,696,U. ARAB EMIRATES,U. ARAB ,0,1997,0,0,0,0,0,NA,NA,,NA,NA,,2580,7.855544567,-8,17.68351555,2,18.17200089,9.807655334,7.807103157,n. africa and the middle east,0,0,0,0,0,1,1,0,0,0,1527,0,0,0.18086803,0.737300038,0.449999988,0.170000002,5,0.332799971,80,16,96,0,-8,0,0,0,0.18086803,0,0,18.17232513,7.807103157,0,0,-8,0,0,0,0,NA,NA,NA,0,0
